objectid,parentid,title,interviewees,creator,date,description,subject,subject_cdm,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,cdm_referenceurl,cdm_number,cdm_file,cdm_filepath,object_location,image_small,image_thumb,image_alt_text,object_transcript
chp19920712,chp199207,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/102,102,103.pdf,/tacomacomm/image/103.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/102/filename/chp19920712,,,,
chp199206,,"Tacoma - 1717 South Fawcett, Tacoma, WA: A Brief Historical Perspective","Yukawa, Kosho; Nakano, Yaeko","Stout, Susan",1992,"This project includes interviews with the then minister of Tacoma Buddhist Temple, Reverend Kosho Yukawa, and Mrs. Yaeko Nakano, a longtime member of Tacoma Buddhist Temple and its principal organist. Yukawa describes Buddhist religious practices, the activities of the Temple and its various organizations, his family, and Sunya Pratt. Nakano discusses her family life growing up as a Japanese American in Tacoma, Washington during the Depression, her education, internment experiences during the Second World War, her training and work as a musician, and her involvement with the Tacoma Buddhist Temple in many capacities.",Churches and temples; Japanese Americans; Tacoma; Buddhism; Women; Evacuation and relocation; Religious leaders; Artists; World War; Ethnic relations; 20th century; Race relations,"Yukawa, Kosho--Interviews; Nakano, Yaeko--Interviews; Pratt, Sunya; Buddhist Churches of America; Tacoma Buddhist Church; Tacoma Buddhist Temple; Japanese Americans--Washington (State)--Tacoma--Interviews; Buddhism--Washington (State)--Tacoma; Japanese American women--Washington (State)--Tacoma--Interviews; Japanese Americans--Evacuation and relocation, 1942-1945--Personal narratives; Religious leaders--Washington (State)--Tacoma--Interviews; Women organists--Washington (State)--Tacoma--Interviews; World War, 1939-1945--Washington (State); Tacoma (Wash.)--Ethnic relations--History--20th century; Tacoma (Wash.)--Race relations",Union Station District,47.24507452286103,-122.43565236909946,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,82,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/82/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/82/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/82,,
chp1992061,chp199206,"Rev. Kosho Yukawa, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/82,82,83.jp2,/tacomacomm/image/83.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/82/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/82/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/82,,
chp1992062,chp199206,"Yaeko Nakano, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/83,83,84.jp2,/tacomacomm/image/84.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/83/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/83/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/83,,
chp1992063,chp199206,"Susan Stout, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/84,84,85.pdf,/tacomacomm/image/85.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/84/filename/chp1992063,,,,
chp1992064,chp199206,"Rev. Kosho Yukawa, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/85,85,86.pdf,/tacomacomm/image/86.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/85/filename/chp1992064,,,,
chp1992065,chp199206,"Rev. Kosho Yukawa, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/86,86,87.mp3,/tacomacomm/image/87.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/86,,,,
chp1992066,chp199206,"Yaeko Nakano, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/87,87,88.pdf,/tacomacomm/image/88.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/87/filename/chp1992066,,,,
chp1992067,chp199206,"Yaeko Nakano, audio 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/88,88,89.mp3,/tacomacomm/image/89.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/88,,,,
chp1992068,chp199206,"Yaeko Nakano, audio 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/89,89,90.mp3,/tacomacomm/image/90.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/89,,,,
chp199306,,The Community of Day Island,"Garrison, Gerry, 1927-; Van Winkle, Marion, 1910-1996; Hanford, Marylou, 1931-","Mangold, Audie",1993,"Day Island residents Gerry Garrison, Marion Van Winkle, and Marylou Hanford share stories about their unique community and discuss the major social and cultural changes that have taken place on the island.",Women; Day Island; 20th century,"Garrison, Gerry, 1927- --Interviews; Van Winkle, Marion, 1910-1996--Interviews; Hanford, Marylou, 1931- --Interviews; Women--Washington (State)--Day Island--Interviews; Communities--Washington (State)--Day Island; Day Island (Wash.)--History",Day Island,47.23991582,-122.5630418,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,,,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp1993061,chp199306,"Audie Mangold, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/295,295,296.pdf,/tacomacomm/image/296.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/295/filename/chp1993061,,,,
chp1993062,chp199306,"Marion Van Winkle, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/296,296,297.pdf,/tacomacomm/image/297.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/296/filename/chp1993062,,,,
chp1993063,chp199306,"Marylou Hanford, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/297,297,298.pdf,/tacomacomm/image/298.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/297/filename/chp1993063,,,,
chp1993064,chp199306,"Gerry Garrison, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/298,298,299.pdf,/tacomacomm/image/299.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/298/filename/chp1993064,,,,
chp1993065,chp199306,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/299,299,300.pdf,/tacomacomm/image/300.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/299/filename/chp1993065,,,,
chp199303,,Actions Speak Louder Than Words: Helen Cecile Beck Stafford,"Stafford, Helen, 1899-2002","Gilmore, Helen I.",1993,"Community leader Helen Stafford shares her life story, describing her childhood in Kansas and her experiences as a young African-American woman in Depression-era Tacoma. Reflecting back on over sixty years of civic involvement, Stafford comments on her work with the Matron's Club, the NAACP, the Alpha Kappa Alpha sorority, and the Washington Public Employees Association labor union. She also provides numerous insights into the changing face of Tacoma after World War II.",Activists; Tacoma; African Americans; Women; Civic leaders; 19th century; 20th century; 21st century,"Stafford, Helen, 1899-2002--Interviews; Community activists--Washington (State)--Tacoma--Interviews; African American women civic leaders--Washington (State)--Tacoma--Interviews; African Americans--Washington (State)--History; African Americans--Washington (State)--Tacoma--History; Tacoma (Wash.)--History",Downtown,47.246605,-122.436963,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,120,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/120/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/120/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/120,,
chp1993031,chp199303,"Helen Gilmore, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/120,120,121.jp2,/tacomacomm/image/121.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/120/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/120/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/120,,
chp1993032,chp199303,"Helen Gilmore, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/121,121,122.pdf,/tacomacomm/image/122.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/121/filename/chp1993032,,,,
chp1993033,chp199303,"Helen Stafford, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/122,122,123.pdf,/tacomacomm/image/123.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/122/filename/chp1993033,,,,
chp1993034,chp199303,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/123,123,124.pdf,/tacomacomm/image/124.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/123/filename/chp1993034,,,,
chp199309,,Civil Rights and Civic Pride: The Story of Harold G. Moss and the City of Tacoma,"Moss, Harold G., 1929-","Sonntag, Alison H.",1993,"Harold Moss reflects on his forty years of social activism in the Tacoma community and shares stories about the citys gradual shift toward racial integration and equality during the 1950s, 60s, and 70s. He also discusses his childhood in Detroit, his early campaigns for public office, and his eventual appointment to the city council in 1970, earning him the distinction of being the first African-American to hold a public office in Pierce County. An addendum includes quotations from Mosss inaugural speech after being appointed Mayor of Tacoma in 1994, the first African-American to serve in that capacity.",Government; Tacoma; African Americans; Politics; Civil rights; Activists; Race discrimination; Race relations; 20th century,"Moss, Harold G., 1929-; Mayors--Washington (State)--Tacoma--Interviews; African Americans--Washington (State)--Tacoma--Interviews; African American politicians--Washington (State)--Tacoma--Interviews; African American civil rights workers--Washington (State)--Tacoma--Interviews; Political activists--Washington (State)--Tacoma--Interviews; Civil rights movements--Washington (State)--Tacoma; Social justice--Washington (State)--Tacoma; Race discrimination--Washington (State)--Tacoma; Tacoma (Wash.)--Race relations; Tacoma (Wash.)--History",Fort Lewis,47.13428116,-122.4843895,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,125,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/125/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/125/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/125,,
chp1993091,chp199309,"Harold Moss, photograph 1",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/125,125,126.jp2,/tacomacomm/image/126.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/125/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/125/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/125,,
chp1993092,chp199309,"Harold Moss, photograph 2",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/126,126,127.jp2,/tacomacomm/image/127.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/126/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/126/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/126,,
chp1993093,chp199309,"Harold Moss, photograph 3",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/127,127,128.jp2,/tacomacomm/image/128.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/127/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/127/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/127,,
chp1993094,chp199309,"Alison Sonntag, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/128,128,129.pdf,/tacomacomm/image/129.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/128/filename/chp1993094,,,,
chp1993095,chp199309,"Harold Moss, interview transcript 1",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/129,129,130.pdf,/tacomacomm/image/130.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/129/filename/chp1993095,,,,
chp1993096,chp199309,"Harold Moss, audio 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/130,130,131.mp3,/tacomacomm/image/131.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/130,,,,
chp1993097,chp199309,"Harold Moss, interview transcript 2",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/131,131,132.pdf,/tacomacomm/image/132.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/131/filename/chp1993097,,,,
chp1993098,chp199309,"Harold Moss, audio 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/132,132,133.mp3,/tacomacomm/image/133.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/132,,,,
chp1993099,chp199309,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/133,133,134.pdf,/tacomacomm/image/134.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/133/filename/chp1993099,,,,
chp199308,,"Tacomas Nihon Go Gakko, Japanese Language School","Kawasaki, Tadaye Fujimoto; Sugiyama, Yoshiko Fujimoto; Tanbara, Kimi Fujimoto; Hirose, Sadako","Sonnier, Brenda",1993,"Sisters Tadaye ""Teddy"" Kawasaki, Yoshiko Sugiyama, Kimi Tanbara, and friend Sadako Hirose recall their school years at Tacomas Nihon Go Gakko (Japanese Language School) and describe life within the citys Japanese-American community during the 1920s, 30s, and 40s. They provide an extensive history of the school building, including its designation as a registration center following Executive Order 9066 and its use as a hostel for Japanese-Americans returning home from internment camps.",Education; Tacoma; Architecture; Japanese Americans; Evacuation and relocation; Ethnic relations; 20th century; Race relations,"Kawasaki, Tadaye Fujimoto--Interviews; Sugiyama, Yoshiko Fujimoto--Interviews; Tanbara, Kimi Fujimoto--Interviews; Hirose, Sadako--Interviews; Nihongo Gakko (Tacoma, Wash.); Language schools--Washington (State)--Tacoma; School buildings--Washington (State)--Tacoma; Japanese Americans--Washington (State)--Tacoma--Interviews; Japanese Americans--Evacuation and relocation, 1942-1945--Personal narratives; Tacoma (Wash.)--Ethnic relations--History--20th century; Tacoma (Wash.)--Race relations",Japantown,47.24622308,-122.4403406,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,,,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp1993081,chp199308,"Brenda Sonnier, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/115,115,116.pdf,/tacomacomm/image/116.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/115/filename/chp1993081,,,,
chp1993082,chp199308,"Tadaye, Yoshiko, and Kimi, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/116,116,117.pdf,/tacomacomm/image/117.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/116/filename/chp1993082,,,,
chp1993083,chp199308,"Sadako, Tadaye, and Yoshiko, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/117,117,118.pdf,/tacomacomm/image/118.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/117/filename/chp1993083,,,,
chp1993084,chp199308,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/118,118,119.pdf,/tacomacomm/image/119.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/118/filename/chp1993084,,,,
chp199305,,The History of the Kitsap County Young Women's Christian Association,"Walker, Lillian (Lillian Allen), 1913-2012; Hershberger, Carolyn","Harmon, Theresa",1993,"Two longtime members of the Kitsap County YWCA share the history of their organization, tracing its evolution from a wartime social club to a community outreach task force. The Lillian Walker interview focuses on the organizations early years, as well as Walkers civil rights activities. The Carolyn Hershberger interview covers the establishment of the ALIVE (Alternatives to Living In a Violent Environment) program and its merger with the Kitsap YWCA in the late 1970s.",Social aspects; Kitsap County; African Americans; Women; Jewish people; 20th century; 21st century,"Walker, Lillian (Lillian Allen), 1913-2012--Interviews; Hershberger, Carolyn, 1945---Interviews; Fine, Dorothy; Kruse, Jean; Volunteer workers in social service--Washington (State)--Kitsap County--Interviews; African American women--Washington (State)--Kitsap County--Interviews; Jewish women--Washington (State)--Kitsap County--Interviews. Women--Services for--Washington (State)--Kitsap County; Charities--Washington (State)--Kitsap County; YWCA of Kitsap County (Wash.); Alternatives to Living in a Violent Environment (ALIVE) Shelter",Kitsap County,47.56378246,-122.6285259,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,444,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/444/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/444/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/444,,
chp1993051,chp199305,"Lillian Walker, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/444,444,477.jp2,/tacomacomm/image/477.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/444/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/444/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/444,,
chp1993052,chp199305,"Carolyn Hershberger, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/445,445,478.jp2,/tacomacomm/image/478.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/445/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/445/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/445,,
chp1993053,chp199305,"Theresa Harmon, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/446,446,479.pdf,/tacomacomm/image/479.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/446/filename/chp1993053,,,,
chp1993054,chp199305,"Lillian Walker, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/447,447,480.pdf,/tacomacomm/image/480.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/447/filename/chp1993054,,,,
chp1993055,chp199305,"Lillian Walker, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/448,448,481.mp3,/tacomacomm/image/481.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/448,,,,
chp1993056,chp199305,"Carolyn Hershberger, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/449,449,482.pdf,/tacomacomm/image/482.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/449/filename/chp1993056,,,,
chp1993057,chp199305,"Carolyn Hershberger, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/450,450,483.mp3,/tacomacomm/image/483.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/450,,,,
chp1993058,chp199305,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/451,451,484.pdf,/tacomacomm/image/484.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/451/filename/chp1993058,,,,
chp199304,,American Lake Veterans Affairs Medical Center,"Nordstrom, Ruth B., 1921-2004; Gregory, Anne L., 1948-; Wilhelm, Lyn, 1947- ;Wilson, Rene╠ü Z., 1957-","Graham, Crystal",1993,"Four female veterans reflect on their military careers and share their connections to the Veterans Affairs Medical Center at American Lake. Ruth Nordstrom, a long-time volunteer at American Lake, describes her time as an office clerk for WAAC (Womens Army Corp) during World War II and for WAF (Women in the Air Force) during the Korean War. Anne Gregory, a psychiatric nurse, talks about her experiences in Vietnam as a member of the Army Nurse Corps. Linda Wilhelm, a resident of the domiciliary, discusses her service time in the US Navy during the Vietnam era and describes some of the difficulties she faced as a gay woman in the military. Ren Wilson, a former domiciliary resident, recounts the high and low points of her Army career and talks about the social barriers she encountered as an African-American female officer. All interviewees comment on how the VA can better serve female veterans.",Women; Veterans; Nurses; LGBTQIA+; Houseless persons; Military; Hospitals; 20th century; 21st century,"Nordstrom, Ruth B., 1921-2004--Interviews; Gregory, Anne L., 1948- --Interviews; Wilhelm, Lyn, 1947- --Interviews; Wilson, Rene╠ü Z., 1957- --Interviews; Women veterans--Washington (State)--Tacoma--Interviews; Nurses--Washington (State)--Tacoma--Interviews; Gay veterans--Washington (State)--Tacoma--Interviews; Homeless veterans--Washington (State)--Tacoma--Interviews; Veterans' hospitals--Washington (State)--Tacoma; United States. Army--Military life; United States. Navy--Military life; Veteran reintegration--United States; American Lake Veterans Affairs Medical Center",Lakewood,47.17239315,-122.5185369,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,224,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/224/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/224/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/224,,
chp1993041,chp199304,"Ruth C. Nordstrom, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/224,224,225.jp2,/tacomacomm/image/225.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/224/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/224/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/224,,
chp1993042,chp199304,"Anne L. Gregory, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/225,225,226.jp2,/tacomacomm/image/226.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/225/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/225/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/225,,
chp1993043,chp199304,"Lyn S. Wilhelm, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/226,226,227.jp2,/tacomacomm/image/227.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/226/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/226/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/226,,
